Wavelength	Flux	BestFit	SkyFlux
6678.824	10.754	10.882	11.708
6680.362	9.137	10.198	11.560
6681.900	9.594	9.837	11.564
6683.439	9.908	9.597	11.569
6684.978	8.774	9.515	11.651
6686.518	7.998	9.418	12.046
6688.058	9.118	9.419	11.905
6689.598	9.494	9.509	11.874
6691.138	9.068	9.551	11.837
6692.679	9.478	9.554	11.766
6694.220	9.264	9.610	11.719
6695.762	10.238	9.583	11.770
6697.304	9.346	9.550	11.757
6698.846	9.096	9.546	11.665
6700.389	10.253	9.513	11.807
6701.932	8.901	9.462	12.102
6703.475	9.299	9.537	12.126
6705.019	8.667	9.575	12.059
6706.563	9.179	9.596	12.058
6708.107	9.868	9.637	12.142
6709.652	9.900	9.670	12.386
6711.197	10.811	9.659	12.073
6712.743	10.127	9.658	11.790
6714.289	9.857	9.618	11.437
6715.835	9.841	9.561	11.604
6717.381	9.654	9.532	11.877
6718.928	9.921	9.535	11.916
6720.475	9.419	9.517	11.686
6722.023	9.993	9.468	11.542
6723.571	9.917	9.444	11.466
6725.119	9.228	9.397	11.367
6726.668	9.769	9.367	11.340
6728.217	9.177	9.411	11.367
6729.767	9.795	9.413	11.365
6731.316	9.956	9.461	11.584
6732.866	9.861	9.464	11.967
6734.417	9.155	9.465	11.562
6735.968	9.495	9.474	11.386
6737.519	9.952	9.453	11.254
6739.071	10.299	9.449	11.444
6740.622	9.687	9.474	11.682
6742.175	9.233	9.497	11.557
6743.727	9.971	9.472	11.832
6745.280	8.575	9.451	11.725
6746.834	9.408	9.481	11.586
6748.387	8.966	9.448	11.730
6749.941	9.735	9.386	11.281
6751.496	9.420	9.415	11.128
6753.051	9.546	9.387	11.176
6754.606	10.171	9.314	11.082
6756.161	9.852	9.320	11.103
6757.717	8.668	9.310	11.207
6759.273	8.912	9.288	11.059
6760.830	9.127	9.314	11.227
6762.387	8.973	9.345	11.448
6763.944	9.485	9.377	11.234
6765.502	8.927	9.440	11.135
6767.060	9.188	9.479	10.887
6768.618	9.980	9.386	10.893
6770.177	9.215	9.360	11.017
6771.736	9.448	9.344	11.068
6773.295	9.476	9.331	11.127
6774.855	9.803	9.357	10.849
6776.415	10.039	9.324	11.067
6777.976	9.530	9.359	11.110
6779.536	9.626	9.413	11.220
6781.098	9.076	9.392	11.128
6782.659	9.530	9.369	11.059
6784.221	9.870	9.427	11.036
6785.784	9.938	9.401	11.011
6787.346	9.305	9.380	10.955
6788.909	9.440	9.327	11.200
6790.473	9.070	9.290	11.177
6792.036	9.485	9.293	10.920
6793.600	9.433	9.304	10.872
6795.165	8.912	9.298	10.927
6796.730	9.656	9.318	10.713
6798.295	9.680	9.333	10.868
6799.860	8.743	9.363	10.966
6801.426	8.726	9.365	11.004
6802.993	9.161	9.306	11.115
6804.559	9.201	9.315	11.099
6806.126	9.563	9.406	10.910
6807.694	9.994	9.701	11.000
6809.261	10.418	10.230	11.146
6810.829	12.599	10.633	10.788
6812.398	11.310	10.461	11.035
6813.967	9.837	9.850	11.011
6815.536	9.982	9.416	10.643
6817.105	9.770	9.319	10.810
6818.675	9.523	9.340	10.792
6820.245	9.290	9.376	10.948
6821.816	9.421	9.529	10.859
6823.387	10.182	9.894	11.058
6824.958	11.850	10.327	10.703
6826.530	11.219	10.276	11.851
6828.102	11.030	9.893	16.253
6829.674	9.474	9.518	25.245
6831.247	8.683	9.323	29.305
6832.820	9.041	9.256	25.630
6834.394	8.983	9.216	24.375
6835.968	8.597	9.196	26.862
6837.542	9.130	9.190	24.222
6839.116	8.654	9.176	16.374
6840.691	8.481	9.155	12.392
6842.267	9.341	9.166	13.718
6843.842	9.994	9.144	14.734
6845.418	9.998	9.136	13.635
6846.995	9.592	9.162	11.633
6848.572	9.310	9.193	10.739
6850.149	9.483	9.205	10.923
6851.726	9.730	9.250	11.205
6853.304	8.864	9.295	11.258
6854.882	9.467	9.308	10.908
6856.461	10.406	9.320	10.558
6858.040	10.300	9.317	10.544
6859.619	9.295	9.275	10.509
6861.199	8.887	9.258	10.692
6862.779	9.147	9.209	14.378
6864.359	10.751	9.186	29.513
6865.940	9.982	9.226	40.880
6867.521	10.138	9.270	34.075
6869.103	9.267	9.278	16.679
6870.684	9.986	9.359	13.281
6872.267	8.647	9.373	15.188
6873.849	9.455	9.337	15.158
6875.432	9.697	9.313	12.157
6877.015	9.934	9.287	10.496
6878.599	9.383	9.226	10.330
6880.183	9.365	9.193	11.182
6881.768	9.076	9.159	13.176
6883.352	8.435	9.192	14.444
6884.937	9.206	9.228	13.200
6886.523	9.434	9.213	11.519
6888.109	9.037	9.185	11.907
6889.695	9.123	9.220	14.967
6891.282	9.676	9.232	17.266
6892.869	9.480	9.213	15.943
6894.456	8.928	9.234	12.580
6896.044	9.463	9.278	11.212
6897.632	10.176	9.270	11.043
6899.220	9.716	9.240	11.162
6900.809	9.240	9.237	13.514
6902.398	10.896	9.282	17.242
6903.988	9.460	9.262	17.022
6905.577	9.215	9.230	13.038
6907.168	8.482	9.277	10.835
6908.758	9.118	9.227	10.440
6910.349	9.324	9.219	10.387
6911.941	8.437	9.204	12.518
6913.532	10.488	9.251	17.894
6915.124	10.917	9.320	20.034
6916.717	8.891	9.304	15.508
6918.310	9.383	9.289	10.480
6919.903	9.360	9.323	10.298
6921.496	9.948	9.291	10.799
6923.090	9.426	9.284	17.680
6924.685	9.796	9.312	27.145
6926.279	9.598	9.295	26.471
6927.874	8.309	9.280	16.144
6929.470	9.810	9.288	11.149
6931.065	9.506	9.259	10.488
6932.662	10.138	9.215	10.328
6934.258	8.895	9.175	10.190
6935.855	9.542	9.134	10.387
6937.452	9.944	9.098	10.429
6939.050	8.753	9.094	13.078
6940.648	9.712	9.141	17.446
6942.246	10.440	9.188	18.260
6943.845	9.380	9.208	14.557
6945.444	8.811	9.213	11.184
6947.043	9.555	9.216	11.121
6948.643	9.723	9.251	16.860
6950.243	9.137	9.212	26.866
6951.844	9.008	9.147	29.002
6953.445	8.707	9.105	20.301
6955.046	8.859	9.093	11.821
6956.648	8.504	9.132	10.916
6958.250	8.612	9.155	10.947
6959.852	8.596	9.196	10.740
6961.455	8.685	9.256	10.649
6963.058	9.093	9.297	10.474
6964.661	9.370	9.305	10.403
6966.265	9.401	9.331	10.551
6967.869	9.129	9.303	10.790
6969.474	8.926	9.292	12.228
6971.079	8.753	9.287	15.304
6972.684	8.900	9.275	15.488
6974.290	8.957	9.269	12.778
6975.896	9.730	9.261	10.561
6977.502	8.521	9.261	12.072
6979.109	8.867	9.279	18.542
6980.716	8.528	9.246	21.854
6982.324	9.658	9.240	17.825
6983.932	9.787	9.351	11.618
6985.540	9.211	9.372	10.935
6987.149	9.154	9.387	10.579
6988.758	9.708	9.387	10.561
6990.367	9.593	9.373	10.714
6991.977	9.607	9.394	10.420
6993.587	8.754	9.445	10.247
6995.198	8.811	9.383	10.232
6996.809	9.114	9.351	10.461
6998.420	9.570	9.407	10.659
7000.032	9.087	9.420	10.568
7001.644	9.321	9.399	10.499
7003.256	9.901	9.432	11.067
7004.869	9.999	9.401	12.317
7006.482	10.435	9.374	12.756
7008.095	10.056	9.357	11.243
7009.709	9.091	9.334	10.364
7011.323	9.254	9.305	12.357
7012.938	9.356	9.287	15.297
7014.553	8.490	9.288	14.994
7016.168	8.824	9.273	11.876
7017.784	9.434	9.290	9.680
7019.400	9.107	9.289	9.461
7021.017	9.428	9.263	9.790
7022.633	9.434	9.244	10.139
7024.251	9.181	9.199	9.565
7025.868	9.014	9.286	9.507
7027.486	9.425	9.298	9.685
7029.105	9.798	9.263	9.940
7030.723	9.233	9.268	9.955
7032.342	9.675	9.319	10.145
7033.962	9.757	9.368	10.135
7035.582	9.348	9.361	10.020
7037.202	9.012	9.352	9.957
7038.822	9.706	9.361	9.638
7040.443	9.362	9.343	9.974
7042.065	9.419	9.283	11.086
7043.686	8.746	9.282	11.713
7045.308	8.996	9.301	11.075
7046.931	8.837	9.280	11.084
7048.553	8.472	9.248	12.988
7050.177	9.320	9.244	14.490
7051.800	9.486	9.290	13.362
7053.424	9.530	9.379	11.608
7055.048	9.479	9.362	11.178
7056.673	9.516	9.312	10.584
7058.298	8.548	9.334	10.231
7059.924	9.907	9.394	10.137
7061.549	9.643	9.402	10.186
7063.176	9.277	9.412	10.503
7064.802	9.175	9.397	10.829
7066.429	9.085	9.386	10.940
7068.056	9.146	9.390	10.896
7069.684	9.354	9.388	10.741
7071.312	9.741	9.347	10.650
7072.940	9.770	9.269	10.751
7074.569	9.512	9.205	10.588
7076.198	9.787	9.166	10.464
7077.828	9.253	9.164	10.588
7079.458	9.468	9.210	10.431
7081.088	9.562	9.292	10.476
7082.719	9.824	9.360	10.768
7084.350	9.813	9.395	11.168
7085.981	9.318	9.371	10.876
7087.613	10.207	9.394	10.400
7089.245	9.990	9.439	11.136
7090.878	8.942	9.398	11.718
7092.511	9.321	9.364	11.031
7094.144	9.741	9.327	10.305
7095.778	9.351	9.331	10.182
7097.412	9.327	9.320	9.848
7099.046	9.498	9.289	9.857
7100.681	9.814	9.276	9.859
7102.316	8.959	9.244	9.885
7103.952	8.473	9.235	10.027
7105.588	9.369	9.252	9.905
7107.224	9.561	9.241	10.058
7108.861	10.213	9.234	9.918
7110.498	9.420	9.262	9.920
7112.135	9.197	9.199	9.864
7113.773	9.371	9.214	9.619
7115.411	8.585	9.192	9.767
7117.050	9.039	9.186	9.687
7118.689	9.467	9.232	9.759
7120.328	9.698	9.269	9.544
7121.968	9.000	9.262	9.598
7123.608	8.932	9.268	9.635
7125.248	9.315	9.272	9.635
7126.889	8.992	9.292	10.157
7128.530	8.615	9.324	10.329
7130.172	9.059	9.336	10.754
7131.814	9.235	9.332	10.164
7133.456	9.851	9.327	10.311
7135.099	9.248	9.296	10.415
7136.742	8.761	9.309	10.381
7138.386	8.928	9.384	9.696
7140.029	8.307	9.453	9.653
7141.674	10.048	9.477	9.957
7143.318	9.265	9.513	10.657
7144.963	9.277	9.528	11.366
7146.609	9.789	9.510	11.453
7148.254	9.601	9.469	11.500
7149.901	8.794	9.410	10.744
7151.547	9.250	9.310	10.329
7153.194	8.811	9.188	10.001
7154.841	8.017	9.074	9.986
7156.489	8.786	9.022	9.706
7158.137	9.148	8.985	10.023
7159.785	8.981	8.907	10.260
7161.434	8.931	8.910	10.421
7163.083	9.345	8.910	10.342
7164.733	9.384	8.878	10.201
7166.383	9.752	8.856	9.951
7168.033	9.084	8.885	9.973
7169.684	8.545	8.948	10.259
7171.335	9.099	8.965	10.266
7172.986	9.406	9.010	10.218
7174.638	9.514	9.050	10.224
7176.290	8.986	9.063	10.358
7177.943	9.153	9.044	10.537
7179.596	9.018	9.006	10.430
7181.249	9.091	8.972	10.240
7182.903	9.893	8.858	10.183
7184.557	8.965	8.795	10.082
7186.212	8.754	8.764	9.748
7187.866	9.288	8.706	9.160
7189.522	8.955	8.628	9.074
7191.177	8.777	8.610	9.146
7192.833	9.499	8.666	9.063
7194.490	9.341	8.693	9.075
7196.147	8.497	8.675	9.031
7197.804	9.002	8.696	9.121
7199.461	9.559	8.781	9.333
7201.119	8.826	8.748	9.497
7202.778	9.361	8.738	9.420
7204.436	9.866	8.737	9.376
7206.095	9.400	8.726	9.350
7207.755	8.987	8.711	9.062
7209.415	8.770	8.697	9.087
7211.075	9.091	8.681	9.317
7212.735	9.136	8.696	9.329
7214.396	9.503	8.665	9.237
7216.058	8.952	8.666	9.267
7217.719	8.853	8.701	9.332
7219.382	9.385	8.690	9.197
7221.044	8.516	8.674	9.253
7222.707	8.250	8.617	9.565
7224.370	8.766	8.572	9.638
7226.034	9.540	8.551	9.627
7227.698	8.712	8.516	9.758
7229.362	8.960	8.454	9.814
7231.027	8.366	8.444	9.998
7232.692	7.843	8.467	10.211
7234.358	9.008	8.558	10.254
7236.024	9.426	8.630	10.378
7237.690	8.956	8.620	11.768
7239.357	9.513	8.566	23.222
7241.024	9.526	8.543	44.083
7242.692	11.097	8.537	54.216
7244.360	8.595	8.518	47.121
7246.028	7.238	8.498	48.112
7247.697	7.980	8.464	48.386
7249.366	8.557	8.419	31.833
7251.035	7.538	8.461	14.343
7252.705	8.911	8.522	12.508
7254.375	10.007	8.539	17.277
7256.046	9.198	8.573	19.103
7257.717	8.593	8.626	15.740
7259.388	8.376	8.622	11.850
7261.060	8.718	8.557	10.035
7262.732	8.396	8.545	9.806
7264.404	8.815	8.546	9.741
7266.077	8.517	8.547	9.756
7267.750	8.490	8.553	10.364
7269.424	8.538	8.575	11.156
7271.098	9.144	8.631	11.573
7272.772	8.955	8.669	11.077
7274.447	8.743	8.687	13.181
7276.122	8.079	8.682	32.576
7277.798	8.104	8.643	71.148
7279.474	8.144	8.590	68.169
7281.150	7.442	8.597	30.858
7282.827	8.339	8.581	13.463
7284.504	8.853	8.565	20.733
7286.182	7.660	8.540	32.418
7287.860	9.050	8.497	29.299
7289.538	7.493	8.460	15.615
7291.217	8.189	8.467	9.724
7292.896	8.353	8.523	10.228
7294.575	8.963	8.519	10.593
7296.255	8.769	8.510	13.378
7297.935	8.692	8.547	16.589
7299.616	9.365	8.582	14.812
7301.297	8.221	8.541	10.590
7302.978	8.731	8.526	11.614
7304.660	9.093	8.547	20.359
7306.342	8.394	8.550	23.871
7308.025	8.447	8.509	17.481
7309.708	9.264	8.470	10.447
7311.391	8.579	8.518	10.399
7313.075	8.667	8.605	11.289
7314.759	7.753	8.594	13.212
7316.443	8.926	8.585	31.217
7318.128	7.619	8.632	57.139
7319.813	9.093	8.664	47.792
7321.499	7.816	8.661	18.351
7323.185	8.594	8.668	10.050
7324.871	9.373	8.685	9.334
7326.558	8.390	8.716	9.513
7328.245	7.894	8.749	12.405
7329.933	9.577	8.774	23.894
7331.621	9.137	8.810	31.253
7333.309	9.473	8.831	21.659
7334.998	8.828	8.840	11.142
7336.687	9.332	8.843	9.859
7338.377	8.986	8.850	9.477
7340.067	8.517	8.848	18.152
7341.757	9.979	8.806	52.270
7343.448	9.622	8.848	66.592
7345.139	8.074	8.842	41.315
7346.830	8.101	8.798	12.555
7348.522	8.746	8.785	10.517
7350.214	8.931	8.821	9.922
7351.907	9.330	8.825	10.404
7353.600	8.794	8.799	10.413
7355.293	8.860	8.835	10.197
7356.987	8.453	8.868	10.465
7358.681	8.194	8.861	17.451
7360.376	8.840	8.856	27.449
7362.071	8.603	8.847	24.917
7363.766	8.180	8.860	14.101
7365.462	8.380	8.844	9.887
7367.158	8.581	8.841	10.625
7368.855	8.738	8.877	20.398
7370.552	10.851	8.907	47.248
7372.249	8.525	8.881	53.694
7373.947	10.666	8.891	29.411
7375.645	8.856	8.908	11.374
7377.343	8.470	8.907	10.420
7379.042	9.164	8.879	9.506
7380.742	8.630	8.843	9.633
7382.441	9.178	8.835	9.409
7384.141	7.900	8.771	9.446
7385.842	8.634	8.738	9.363
7387.543	8.923	8.716	9.111
7389.244	8.809	8.711	9.222
7390.946	9.662	8.738	10.752
7392.648	8.369	8.668	17.032
7394.350	9.072	8.688	22.195
7396.053	8.752	8.754	18.017
7397.756	7.538	8.825	11.102
7399.460	8.803	8.886	9.661
7401.164	9.074	8.924	14.635
7402.868	9.937	8.927	30.247
7404.573	9.154	8.940	35.252
7406.278	8.317	8.951	22.732
7407.983	8.672	8.958	10.403
7409.689	9.461	8.953	8.755
7411.396	8.922	8.935	8.714
7413.102	8.794	8.941	9.415
7414.810	8.757	8.952	9.882
7416.517	8.672	8.955	9.741
7418.225	9.266	8.976	9.438
7419.933	8.753	9.017	9.328
7421.642	8.677	9.049	9.119
7423.351	9.762	9.071	8.995
7425.061	9.101	9.026	9.033
7426.770	8.705	8.961	9.073
7428.481	9.194	8.942	9.921
7430.191	8.398	8.966	13.326
7431.902	9.772	8.991	16.192
7433.614	9.801	9.031	14.137
7435.326	9.094	9.068	10.274
7437.038	8.856	9.071	10.464
7438.751	9.044	9.102	16.372
7440.464	9.053	9.164	22.933
7442.177	8.595	9.177	19.650
7443.891	9.466	9.135	12.164
7445.605	8.349	9.122	9.037
7447.320	7.763	9.132	8.907
7449.035	8.364	9.122	8.824
7450.750	9.184	9.092	8.894
7452.466	9.047	9.062	9.013
7454.182	9.245	9.000	9.022
7455.899	8.959	8.968	9.031
7457.616	8.097	8.962	9.111
7459.333	8.644	8.912	9.321
7461.051	8.854	8.870	9.720
7462.769	9.987	8.935	10.712
7464.488	9.178	8.969	12.066
7466.207	9.131	8.934	13.216
7467.926	8.805	8.969	14.622
7469.646	8.406	9.024	14.564
7471.366	8.875	9.075	14.665
7473.086	9.299	9.159	18.088
7474.807	8.563	9.192	21.392
7476.529	8.721	9.201	19.112
7478.250	8.748	9.245	14.520
7479.972	9.378	9.280	16.002
7481.695	9.197	9.273	19.938
7483.418	8.536	9.240	21.794
7485.141	9.452	9.182	22.203
7486.865	9.694	9.101	18.907
7488.589	9.440	9.057	12.717
7490.314	9.334	9.030	9.834
7492.038	8.806	8.998	9.363
7493.764	8.562	8.976	10.993
7495.489	9.415	8.982	13.505
7497.216	9.688	9.082	12.346
7498.942	8.765	9.114	9.850
7500.669	8.774	9.126	9.014
7502.396	9.310	9.154	9.210
7504.124	8.618	9.153	9.179
7505.852	9.179	9.171	8.875
7507.581	9.174	9.199	9.115
7509.309	9.418	9.197	8.663
7511.039	9.100	9.160	8.779
7512.768	8.935	9.116	8.747
7514.498	9.032	9.080	8.509
7516.229	9.112	9.015	8.943
7517.960	9.051	9.001	10.484
7519.691	8.908	8.984	11.522
7521.423	8.580	8.984	10.898
7523.155	8.699	9.011	15.941
7524.887	8.025	9.027	37.852
7526.620	11.169	9.016	47.767
7528.353	9.521	9.053	28.879
7530.087	9.045	9.129	13.494
7531.821	9.274	9.184	18.387
7533.556	8.982	9.215	19.393
7535.291	8.272	9.239	13.782
7537.026	9.387	9.180	9.158
7538.761	10.137	9.208	9.505
7540.497	9.587	9.237	10.333
7542.234	9.214	9.220	11.923
7543.971	8.227	9.171	11.503
7545.708	8.090	9.138	9.653
7547.446	9.074	9.160	8.993
7549.184	8.682	9.128	8.836
7550.922	9.491	9.126	8.736
7552.661	8.414	9.143	9.124
7554.400	9.336	9.171	9.361
7556.140	9.313	9.229	10.108
7557.880	9.132	9.252	13.059
7559.621	9.249	9.230	16.248
7561.361	8.705	9.230	14.377
7563.103	9.584	9.220	9.959
7564.844	9.113	9.175	9.005
7566.586	8.509	9.137	9.206
7568.329	8.996	9.156	10.104
7570.072	8.659	9.180	12.115
7571.815	10.453	9.222	20.557
7573.559	10.179	9.220	32.873
7575.303	8.639	9.189	30.351
7577.047	9.084	9.201	17.260
7578.792	9.462	9.187	10.263
7580.537	9.735	9.174	8.893
7582.283	8.976	9.206	8.566
7584.029	8.976	9.222	8.520
7585.776	8.786	9.220	11.434
7587.523	8.926	9.250	16.933
7589.270	10.150	9.237	17.379
7591.018	8.999	9.232	12.237
7592.766	9.560	9.229	9.281
7594.514	8.536	9.221	8.792
7596.263	9.070	9.196	8.248
7598.012	8.313	9.139	14.522
7599.762	8.240	9.069	29.363
7601.512	11.690	9.104	33.242
7603.263	6.928	9.147	19.364
7605.014	9.192	9.190	9.432
7606.765	8.907	9.238	8.954
7608.517	8.590	9.264	9.112
7610.269	7.686	9.264	8.940
7612.021	7.543	9.214	9.038
7613.774	8.574	9.216	9.076
7615.528	8.094	9.202	8.645
7617.281	9.301	9.190	10.057
7619.036	9.605	9.264	15.666
7620.790	10.346	9.276	17.484
7622.545	10.132	9.284	13.711
7624.300	8.140	9.332	11.123
7626.056	9.814	9.339	10.678
7627.812	8.482	9.299	12.550
7629.569	8.696	9.294	24.066
7631.326	8.132	9.288	29.564
7633.083	9.661	9.251	19.235
7634.841	8.592	9.254	9.745
7636.599	8.774	9.284	8.158
7638.358	7.788	9.310	8.359
7640.117	8.098	9.326	8.460
7641.876	8.905	9.330	8.645
7643.636	10.016	9.360	8.620
7645.396	8.689	9.363	8.446
7647.157	8.968	9.357	8.523
7648.918	8.598	9.364	8.289
7650.679	8.444	9.359	8.445
7652.441	8.914	9.318	9.445
7654.203	9.374	9.334	11.795
7655.966	9.365	9.349	13.122
7657.729	9.184	9.333	10.902
7659.493	9.527	9.297	8.170
7661.256	7.918	9.285	9.296
7663.021	9.389	9.332	14.977
7664.785	10.553	9.284	17.951
7666.550	9.735	9.301	14.074
7668.316	7.862	9.333	9.318
7670.082	9.103	9.333	8.230
7671.848	9.600	9.330	8.197
7673.615	9.459	9.253	8.608
7675.382	8.770	9.246	8.774
7677.150	8.950	9.278	8.361
7678.917	9.876	9.298	8.077
7680.686	9.679	9.290	8.174
7682.455	9.218	9.275	8.874
7684.224	9.471	9.289	9.629
7685.993	9.606	9.273	9.276
7687.763	9.679	9.233	9.597
7689.534	9.692	9.167	10.040
7691.304	9.706	9.091	10.023
7693.076	9.720	9.040	9.554
7694.847	9.734	9.000	0.000
7696.619	9.747	8.948	0.000
7698.392	9.761	8.934	0.000
7700.164	9.775	8.944	0.000
7701.938	9.789	8.965	0.000
7703.711	9.802	8.975	0.000
7705.485	9.816	8.896	0.000
7707.260	9.830	8.860	0.000
7709.035	9.844	8.854	0.000
7710.810	9.857	8.862	0.000
7712.586	9.871	8.889	0.000
7714.362	9.885	8.914	0.000
7716.138	9.899	8.866	0.000
7717.915	9.912	8.858	0.000
7719.692	9.926	8.871	0.000
7721.470	9.940	8.852	0.000
7723.248	9.954	8.801	0.000
7725.027	9.967	8.767	0.000
7726.806	9.981	8.768	0.000
7728.585	9.995	8.848	0.000
7730.365	10.009	8.912	0.000
7732.145	10.022	8.893	0.000
7733.926	10.036	8.863	0.000
7735.707	10.050	8.907	0.000
7737.488	10.064	8.870	0.000
7739.270	10.077	8.845	0.000
7741.052	10.091	8.842	0.000
7742.835	10.105	8.812	0.000
7744.618	10.119	8.787	0.000
7746.401	10.132	8.832	0.000
7748.185	10.146	8.863	0.000
7749.970	10.160	8.845	0.000
7751.754	10.174	8.893	0.000
7753.539	10.187	8.894	0.000
7755.325	10.201	8.816	0.000
7757.111	10.215	8.779	0.000
7758.897	10.229	8.754	0.000
7760.684	10.242	8.647	0.000
7762.471	10.256	8.563	0.000
7764.259	10.270	8.526	0.000
7766.047	10.284	8.486	0.000
7767.835	10.297	8.397	0.000
7769.624	10.311	8.297	0.000
7771.413	10.325	8.266	0.000
7773.203	10.339	8.269	0.000
7774.993	10.352	8.308	0.000
7776.783	10.366	8.390	0.000
7778.574	10.380	8.489	0.000
7780.366	10.394	8.563	0.000
7782.157	10.407	8.582	0.000
7783.949	10.421	8.591	0.000
7785.742	10.435	8.597	0.000
7787.535	10.449	8.592	0.000
7789.328	10.462	8.584	0.000
7791.122	10.476	8.591	0.000
7792.916	10.490	8.650	0.000
7794.711	10.504	8.620	0.000
7796.506	10.518	8.559	0.000
7798.301	10.531	8.532	0.000
7800.097	10.545	8.510	0.000
7801.893	10.559	8.510	0.000
7803.690	10.573	8.520	0.000
7805.487	10.586	8.477	0.000
7807.284	10.600	8.479	0.000
7809.082	10.614	8.537	0.000
7810.881	10.628	8.548	0.000
7812.679	10.641	8.571	0.000
7814.478	10.655	8.584	0.000
7816.278	10.669	8.554	0.000
7818.078	10.683	8.478	0.000
7819.878	10.696	8.411	0.000
7821.679	10.710	8.403	0.000
7823.480	10.724	8.377	0.000
7825.282	10.738	8.392	0.000
7827.084	10.752	8.418	0.000
7828.887	10.765	8.433	0.000
7830.689	10.779	8.462	0.000
7832.493	10.793	8.518	0.000
7834.296	10.807	8.507	0.000
7836.101	10.820	8.551	0.000
7837.905	10.834	8.578	0.000
7839.710	10.848	8.605	0.000
7841.515	10.862	8.654	0.000
7843.321	10.875	8.692	0.000
7845.127	10.889	8.725	0.000
7846.934	10.903	8.707	0.000
7848.741	10.917	8.642	0.000
7850.548	10.931	8.616	0.000
7852.356	10.944	8.605	0.000
7854.165	10.958	8.501	0.000
7855.973	10.972	8.388	0.000
7857.782	10.986	8.407	0.000
7859.592	10.999	8.435	0.000
7861.402	11.013	8.459	0.000
7863.212	11.027	8.507	0.000
7865.023	11.041	8.562	0.000
7866.834	11.055	8.575	0.000
7868.646	11.068	8.591	0.000
7870.458	11.082	8.597	32.642
7872.270	11.096	8.570	47.200
7874.083	9.207	8.559	39.992
7875.896	6.969	8.618	17.556
7877.710	8.175	8.617	10.346
7879.524	9.514	8.582	19.784
7881.339	8.896	8.566	29.265
7883.154	8.496	8.587	31.251
7884.969	8.437	8.583	23.716
7886.785	7.586	8.520	14.363
7888.601	8.748	8.575	13.583
7890.418	8.460	8.534	32.089
7892.235	9.747	8.509	47.318
7894.052	8.935	8.520	33.173
7895.870	7.141	8.504	14.238
7897.688	9.013	8.453	10.111
7899.507	9.614	8.518	9.310
7901.326	8.918	8.574	8.842
7903.146	7.512	8.552	8.467
7904.966	9.233	8.522	8.870
7906.786	8.900	8.532	9.400
7908.607	8.537	8.530	9.516
7910.428	8.236	8.456	10.070
7912.250	7.934	8.519	18.035
7914.072	4.697	8.613	68.539
7915.895	15.525	8.623	115.863
7917.717	3.701	8.589	75.529
7919.541	7.026	8.609	21.585
7921.365	8.842	8.605	31.387
7923.189	9.313	8.676	51.970
7925.013	8.448	8.747	39.716
7926.838	7.304	8.772	13.898
7928.664	9.486	8.755	9.543
7930.490	7.286	8.717	14.475
7932.316	7.762	8.670	28.921
7934.143	6.773	8.690	35.689
7935.970	7.563	8.656	22.621
7937.797	6.723	8.581	10.499
7939.625	8.566	8.512	8.020
7941.454	8.460	8.441	8.107
7943.282	8.276	8.357	8.434
7945.112	8.611	8.386	9.148
7946.941	8.616	8.438	10.453
7948.771	8.845	8.484	15.283
7950.602	9.745	8.529	27.192
7952.433	9.405	8.550	26.951
7954.264	8.579	8.515	14.896
7956.096	8.170	8.566	8.143
7957.928	8.739	8.531	7.963
7959.760	8.842	8.503	7.718
7961.594	8.543	8.518	7.914
7963.427	9.183	8.473	13.932
7965.261	8.215	8.520	50.756
7967.095	11.153	8.548	79.745
7968.930	7.590	8.553	54.102
7970.765	8.249	8.577	19.176
7972.600	8.812	8.601	10.939
7974.436	8.694	8.587	8.883
7976.273	8.128	8.610	9.633
7978.110	7.944	8.574	15.364
7979.947	8.327	8.551	29.316
7981.785	7.862	8.532	39.579
7983.623	8.411	8.492	28.769
7985.461	8.370	8.460	12.216
7987.300	7.931	8.469	8.540
7989.139	9.130	8.429	8.649
7990.979	8.353	8.434	10.441
7992.819	7.117	8.466	26.356
7994.660	8.503	8.456	78.648
7996.501	4.093	8.414	89.165
7998.343	8.983	8.487	39.051
8000.184	8.093	8.520	10.808
8002.027	7.940	8.512	9.768
8003.870	8.216	8.458	8.971
8005.713	7.784	8.397	8.698
8007.556	8.111	8.394	8.115
8009.400	8.072	8.380	7.884
8011.245	8.797	8.362	7.978
8013.090	8.917	8.396	11.676
8014.935	8.528	8.413	24.085
8016.781	8.410	8.370	30.356
8018.627	9.875	8.307	19.533
8020.473	8.208	8.248	11.015
8022.320	8.943	8.281	11.436
8024.168	8.560	8.286	11.968
8026.016	10.198	8.229	32.078
8027.864	9.143	8.190	65.276
8029.713	9.269	8.235	53.395
8031.562	6.651	8.242	21.660
8033.411	8.073	8.245	11.812
8035.261	8.177	8.207	9.933
8037.112	8.565	8.220	8.862
8038.962	8.140	8.278	8.229
8040.814	8.556	8.243	7.966
8042.665	8.374	8.159	8.051
8044.517	7.658	8.114	8.010
8046.370	8.582	8.134	7.535
8048.223	8.033	8.121	7.494
8050.076	8.389	8.082	8.345
8051.930	8.756	8.115	13.722
8053.784	8.248	8.097	22.080
8055.639	7.561	8.109	20.097
8057.494	7.042	8.081	10.658
8059.350	7.464	8.081	7.539
8061.206	7.773	8.140	11.867
8063.062	8.013	8.194	27.994
8064.919	7.518	8.254	36.633
8066.776	8.443	8.271	23.255
8068.634	7.904	8.306	10.002
